Attendance,Coding_Score,DSA_Score,Aptitude,Communication,Projects,Internships,CGPA,Placement_Status
74,75,58,20,73,5,3,9.97,Placed
88,72,22,41,25,4,0,8.33,Placed
99,33,92,41,96,0,1,5.93,Placed
44,67,58,50,99,0,2,6.3,Placed
76,24,94,48,42,1,2,9.79,Placed
55,46,42,20,41,1,2,5.34,Placed
49,67,62,64,27,0,1,9.95,Placed
58,62,24,48,71,4,2,8.48,Placed
53,99,44,51,44,1,2,9.25,Placed
65,40,95,74,36,0,0,6.73,Placed
87,88,49,35,36,2,2,5.45,Placed
96,94,27,76,62,4,3,6.57,Placed
95,98,96,98,37,0,0,5.71,Placed
71,71,45,29,81,3,2,7.94,Placed
57,40,28,21,69,1,2,8.2,Placed
76,46,77,63,99,0,1,5.9,Placed
68,29,49,32,81,2,1,8.61,Placed
48,74,55,80,60,1,3,6.26,Placed
46,38,23,99,74,0,3,9.04,Placed
54,23,20,93,95,1,2,6.58,Placed
48,54,27,44,41,5,0,5.31,Placed
84,49,62,65,21,2,0,6.35,Placed
86,37,32,94,33,2,1,8.33,Placed
43,86,76,82,95,3,1,6.3,Placed
78,36,67,52,36,1,0,7.51,Placed
55,52,100,61,89,0,1,8.68,Placed
40,58,89,81,83,0,3,7.46,Placed
64,93,45,46,50,1,3,6.77,Placed
62,99,27,41,63,3,2,9.8,Placed
57,27,86,62,84,2,1,9.15,Placed
74,41,61,75,81,1,3,8.94,Placed
41,85,54,70,81,1,1,6.81,Placed
99,47,60,67,30,4,3,5.84,Placed
50,42,43,64,21,0,1,6.76,Placed
90,71,41,58,77,1,3,5.94,Placed
88,52,43,21,31,1,1,6.23,Placed
57,31,56,92,93,1,0,8.94,Placed
78,73,70,41,76,0,1,7.05,Placed
40,53,63,26,94,2,3,5.97,Placed
44,81,56,25,22,5,1,8.07,Placed
43,30,93,48,51,2,1,7.69,Placed
51,37,40,58,79,0,0,9.75,Placed
54,68,20,25,73,0,1,7.31,Placed
82,24,61,71,55,3,0,9.62,Placed
87,73,27,80,75,1,3,6.41,Placed
85,87,65,21,21,4,2,6.14,Placed
51,45,54,74,31,3,3,8.3,Placed
94,48,34,46,45,3,0,5.06,Placed
99,99,53,56,31,3,2,5.69,Placed
52,32,69,64,55,2,0,9.58,Placed
52,78,42,79,80,5,3,7.62,Placed
70,73,24,74,46,2,2,5.9,Placed
42,55,74,28,80,2,2,5.5,Placed
75,76,22,31,83,4,1,5.86,Placed
84,43,25,41,56,4,1,7.23,Placed
57,54,29,83,41,1,2,6.73,Placed
89,62,45,84,69,4,2,7.24,Placed
88,21,41,65,57,4,2,8.73,Placed
64,37,73,91,92,0,2,8.44,Placed
51,45,86,75,54,0,0,9.9,Placed
40,96,63,49,84,2,2,7.41,Placed
100,54,42,31,70,5,2,6.17,Placed
89,95,97,22,24,4,1,7.38,Placed
44,53,74,26,59,3,3,8.69,Placed
58,48,78,84,86,2,2,6.06,Placed
43,70,68,30,89,3,2,9.39,Placed
56,73,79,36,69,1,3,7.77,Placed
91,28,67,58,31,4,2,9.08,Placed
87,97,93,24,27,1,3,7.38,Placed
84,41,93,34,21,4,2,6.67,Placed
84,78,91,69,22,2,1,6.82,Placed
88,74,24,63,24,1,1,7.22,Placed
98,74,95,85,51,1,0,6.98,Placed
81,76,47,22,71,3,0,7.74,Placed
48,43,43,73,72,3,2,8.88,Placed
79,22,85,77,85,5,3,6.65,Placed
72,62,96,25,69,3,1,7.86,Placed
53,58,41,85,99,4,3,9.94,Placed
41,60,61,22,58,4,1,5.69,Placed
47,78,27,53,91,3,0,7.73,Placed
65,76,23,72,70,1,1,9.19,Placed
88,28,71,40,93,5,0,7.37,Placed
100,94,94,42,85,4,0,8.36,Placed
76,88,40,82,35,4,1,7.09,Placed
60,46,49,79,31,3,0,7.67,Placed
92,59,98,53,41,3,2,5.79,Placed
53,95,88,50,31,5,1,9.79,Placed
59,96,22,34,56,2,3,7.25,Placed
64,96,42,28,98,2,3,5.95,Placed
63,53,97,87,40,2,1,7.81,Placed
72,55,51,26,38,5,0,7.33,Placed
74,34,73,80,84,0,3,8.17,Placed
81,54,48,34,63,5,0,5.51,Placed
81,52,94,38,85,0,2,5.01,Placed
100,77,25,34,80,0,1,7.06,Placed
59,25,77,26,46,0,0,7.59,Placed
97,28,78,40,71,1,1,8.0,Placed
66,90,42,57,58,4,2,8.76,Placed
41,22,78,38,86,4,2,9.76,Placed
51,79,100,55,31,0,3,7.7,Placed
67,95,34,96,69,0,1,9.0,Placed
65,70,36,21,91,0,1,9.2,Placed
55,99,35,78,27,5,1,9.97,Placed
66,44,53,55,54,1,2,9.02,Placed
64,100,43,52,62,4,3,9.5,Placed
45,42,21,57,38,2,1,8.29,Placed
63,47,72,96,22,4,0,9.69,Placed
49,48,78,66,51,0,1,7.76,Placed
57,92,77,71,27,1,3,8.25,Placed
68,20,36,57,51,3,2,5.66,Placed
88,59,25,65,65,1,3,6.28,Placed
88,30,88,76,67,2,0,9.85,Placed
95,71,54,85,89,1,0,6.76,Placed
85,92,77,83,51,4,2,6.38,Placed
85,71,72,39,45,1,1,7.14,Placed
64,71,79,97,99,4,3,6.42,Placed
44,36,67,94,59,4,3,9.84,Placed
94,42,37,26,52,1,3,5.92,Placed
66,92,99,36,21,3,3,6.99,Placed
69,92,94,72,42,1,2,6.88,Placed
77,96,39,95,97,5,1,6.08,Placed
88,90,81,71,91,4,3,8.55,Placed
68,98,43,67,75,0,2,5.61,Placed
56,87,42,26,86,2,1,5.48,Placed
52,97,87,44,96,0,1,9.96,Placed
65,21,23,20,28,2,2,5.25,Placed
82,79,71,38,98,5,0,9.78,Placed
59,49,24,56,92,0,1,6.5,Placed
41,46,86,93,83,2,1,9.51,Placed
93,89,80,36,24,4,3,8.22,Placed
93,69,58,40,37,2,0,6.65,Placed
85,39,27,86,43,1,2,9.16,Placed
41,92,82,74,74,4,0,8.11,Placed
56,91,99,71,36,4,0,8.25,Placed
94,67,71,88,36,0,0,7.37,Placed
63,51,100,20,77,4,3,7.05,Placed
99,87,75,93,62,3,1,8.79,Placed
81,57,20,59,51,2,3,6.29,Placed
85,40,60,48,29,5,1,7.41,Placed
79,60,71,32,21,0,3,7.45,Placed
52,41,29,83,64,0,1,7.1,Placed
88,93,42,25,38,5,2,9.17,Placed
87,94,96,29,95,1,3,5.97,Placed
69,25,44,58,43,2,2,6.38,Placed
68,56,90,97,20,2,3,7.16,Placed
68,88,73,36,48,2,0,9.62,Placed
96,20,80,72,61,0,0,8.93,Placed
80,24,91,65,31,3,1,9.81,Placed
50,88,95,64,30,2,2,6.92,Placed
56,24,97,29,91,2,0,6.72,Placed
74,30,32,61,77,2,2,8.59,Placed
79,70,66,51,97,5,0,9.61,Placed
43,82,80,20,26,2,0,7.94,Placed
97,21,59,60,59,0,2,9.92,Placed
88,51,97,89,39,1,0,9.02,Placed
41,46,95,68,70,1,0,6.19,Placed
63,89,90,71,55,5,0,8.3,Placed
74,89,21,39,70,2,1,8.04,Placed
61,31,68,56,75,5,1,9.33,Placed
86,50,63,73,36,1,0,9.66,Placed
78,79,58,53,22,4,0,8.81,Placed
93,75,82,25,84,5,3,9.96,Placed
42,96,41,25,35,4,0,7.7,Placed
86,100,56,48,30,0,1,8.4,Placed
98,38,69,68,32,0,2,7.69,Placed
75,63,91,26,63,1,3,6.2,Placed
82,35,34,96,71,0,2,9.97,Placed
91,40,38,22,60,1,3,8.39,Placed
70,81,54,66,55,2,3,8.63,Placed
90,27,88,37,45,0,3,8.75,Placed
58,69,29,99,93,2,1,7.88,Placed
66,82,69,72,36,3,1,6.24,Placed
84,93,68,20,66,1,0,5.69,Placed
64,29,88,58,22,1,2,7.43,Placed
75,77,20,47,69,4,3,5.24,Placed
99,26,70,50,25,3,3,6.19,Placed
93,21,67,25,36,5,0,8.23,Placed
67,54,21,99,89,4,0,5.05,Placed
53,95,25,95,35,1,0,9.03,Placed
55,23,38,66,37,0,2,6.69,Placed
84,45,78,67,92,3,2,6.16,Placed
47,93,43,70,25,0,3,5.21,Placed
95,79,64,83,57,5,2,6.29,Placed
57,100,95,37,25,2,2,8.74,Placed
78,56,56,62,48,4,0,5.62,Placed
41,100,91,35,90,4,3,6.74,Placed
62,87,47,56,56,2,3,9.9,Placed
50,41,96,67,39,0,3,8.08,Placed
43,60,72,68,21,1,3,5.51,Placed
66,37,59,89,74,0,3,5.05,Placed
68,39,73,71,22,1,1,6.77,Placed
44,66,84,66,23,0,2,9.77,Placed
83,20,28,76,49,5,0,7.12,Placed
91,32,60,74,26,2,3,7.86,Placed
63,36,42,52,58,0,1,6.23,Placed
60,59,76,92,53,0,3,9.84,Placed
86,66,47,32,60,5,3,7.92,Placed
60,78,35,93,30,5,3,7.17,Placed
87,58,71,94,47,3,2,6.94,Placed
47,90,50,44,61,5,3,6.32,Placed
82,91,78,70,90,0,2,8.43,Placed
43,43,51,81,80,5,0,7.71,Placed
55,20,32,92,43,1,0,8.02,Placed
67,82,50,47,44,1,3,6.06,Placed
83,37,46,92,71,2,2,5.2,Placed
95,91,37,61,50,1,3,9.67,Placed
97,78,68,99,95,5,1,6.29,Placed
68,80,50,99,40,1,2,8.26,Placed
42,37,50,43,22,4,0,6.26,Placed
40,28,74,98,44,1,1,7.58,Placed
58,37,47,58,83,5,0,8.02,Placed
73,39,97,21,81,2,2,9.31,Placed
61,54,63,36,69,0,3,6.62,Placed
76,97,99,28,45,4,1,5.62,Placed
40,70,56,51,47,5,1,5.92,Placed
88,75,100,39,36,3,3,7.34,Placed
53,46,29,73,84,5,0,9.77,Placed
65,58,81,23,76,0,1,7.79,Placed
43,50,68,24,62,4,2,5.85,Placed
72,58,37,100,56,0,0,8.2,Placed
90,58,26,36,83,2,0,8.38,Placed
95,75,80,66,84,1,3,7.27,Placed
48,67,92,20,75,1,0,9.21,Placed
55,71,44,85,65,5,3,9.42,Placed
90,53,72,29,56,4,3,6.34,Placed
78,82,95,46,33,4,1,9.9,Placed
84,93,82,93,89,5,2,9.21,Placed
78,29,52,96,84,3,0,7.95,Placed
79,60,60,21,56,4,1,5.71,Placed
66,75,57,47,36,1,1,9.88,Placed
56,68,32,36,32,1,0,8.3,Placed
98,33,62,98,56,4,2,6.14,Placed
41,20,29,43,77,3,1,5.69,Placed
52,95,87,58,83,2,1,9.13,Placed
99,40,63,70,79,5,3,5.32,Placed
72,84,87,38,36,1,3,7.63,Placed
74,81,27,62,89,2,0,6.94,Placed
43,69,29,45,52,4,2,7.0,Placed
69,93,96,88,54,3,0,8.77,Placed
60,85,74,76,99,2,3,5.96,Placed
83,89,50,20,99,3,1,6.01,Placed
91,35,26,89,27,4,1,7.09,Placed
64,71,36,20,32,3,2,6.78,Placed
60,77,84,72,55,2,3,8.33,Placed
73,71,61,61,65,3,2,5.5,Placed
51,52,80,75,55,0,0,5.26,Placed
73,77,63,86,73,4,1,6.46,Placed
43,65,29,73,68,2,2,6.63,Placed
49,42,52,58,53,0,3,9.66,Placed
40,38,45,45,87,3,3,5.08,Placed
89,49,60,80,25,5,0,7.26,Placed
55,72,44,25,99,2,2,5.77,Placed
53,85,72,27,42,0,2,8.66,Placed
74,98,88,48,23,4,2,8.73,Placed
53,54,94,21,94,3,0,9.12,Placed
70,96,82,93,82,1,2,6.68,Placed
49,91,54,34,46,2,3,8.05,Placed
73,21,58,60,25,3,1,6.77,Placed
89,68,82,58,85,0,2,7.49,Placed
80,48,93,52,22,2,0,5.7,Placed
67,20,41,98,52,2,1,8.25,Placed
91,25,49,31,65,4,1,6.66,Placed
57,98,22,79,44,2,1,5.2,Placed
46,92,76,78,80,2,3,7.3,Placed
79,66,34,59,28,4,3,8.69,Placed
98,86,40,45,20,4,1,9.2,Placed
60,86,70,85,55,0,3,5.8,Placed
81,48,41,74,23,5,2,8.61,Placed
64,99,55,41,78,3,3,6.46,Placed
73,46,32,76,44,5,0,6.92,Placed
51,95,47,31,67,0,0,7.34,Placed
72,39,57,38,68,2,2,7.82,Placed
66,99,90,95,22,3,1,6.18,Placed
69,38,48,80,35,3,0,9.9,Placed
96,41,49,80,93,0,0,8.54,Placed
90,74,60,54,89,5,3,5.28,Placed
96,90,55,79,77,4,2,8.52,Placed
44,100,76,73,83,2,2,6.01,Placed
73,29,89,89,99,5,0,9.21,Placed
87,46,79,85,28,2,0,6.6,Placed
78,27,91,94,58,2,3,5.84,Placed
92,90,46,84,53,4,3,7.06,Placed
73,22,39,22,81,3,0,5.75,Placed
77,71,33,43,34,5,0,8.16,Placed
61,31,90,89,32,1,3,9.24,Placed
90,32,85,37,23,5,3,5.04,Placed
65,69,96,24,35,0,3,7.93,Placed
54,81,38,95,91,1,3,7.77,Placed
97,49,48,55,85,5,3,8.31,Placed
78,78,25,51,60,0,3,7.45,Placed
69,85,98,72,86,5,1,9.98,Placed
52,63,65,77,21,3,3,6.18,Placed
46,41,47,32,61,2,2,8.16,Placed
83,60,76,24,65,1,0,7.62,Placed
79,97,48,86,55,5,2,6.32,Placed
59,67,85,88,46,0,0,6.56,Placed
59,81,26,33,39,1,2,9.25,Placed
52,71,88,76,34,2,3,9.1,Placed
89,88,97,29,24,4,3,9.39,Placed
68,99,77,88,26,1,1,8.19,Placed
59,100,54,65,74,4,2,6.32,Placed
70,93,57,23,49,3,3,9.77,Placed
92,22,28,75,47,1,2,7.4,Placed
88,83,84,46,35,2,3,6.83,Placed
85,40,96,38,76,1,0,7.55,Placed
75,46,24,37,92,0,2,7.8,Placed
98,58,40,49,49,1,2,5.45,Placed
94,67,28,90,64,5,2,7.69,Placed
77,75,69,23,79,1,2,6.46,Placed
64,80,52,69,42,5,0,6.73,Placed
80,93,65,89,56,5,0,9.61,Placed
71,54,98,34,74,0,3,5.01,Placed
40,40,41,29,85,5,0,7.02,Placed
75,29,56,32,49,2,2,8.34,Placed
64,27,95,52,91,1,3,9.05,Placed
58,23,36,95,36,4,3,6.44,Placed
80,50,45,23,39,3,2,9.85,Placed
87,23,93,94,69,5,1,5.58,Placed
97,44,73,68,77,3,0,8.0,Placed
64,73,72,75,29,0,1,9.99,Placed
87,70,50,55,42,0,1,8.97,Placed
93,36,37,48,54,4,0,5.36,Placed
53,76,74,90,48,3,3,6.79,Placed
87,22,32,80,77,4,0,6.64,Placed
80,58,55,71,35,2,2,5.13,Placed
50,47,51,64,28,3,2,9.26,Placed
98,66,75,59,37,3,0,5.55,Placed
64,51,82,36,68,1,0,7.84,Placed
90,65,68,98,62,2,1,8.2,Placed
71,76,68,53,31,2,0,5.13,Placed
99,90,61,20,42,5,2,6.72,Placed
86,46,54,56,52,4,3,7.41,Placed
51,88,88,49,93,0,2,7.34,Placed
55,49,28,52,66,2,3,8.66,Placed
84,30,67,81,57,4,1,5.74,Placed
45,34,53,95,78,4,3,7.95,Placed
60,47,28,37,21,2,0,7.92,Placed
58,51,76,83,75,3,0,7.57,Placed
43,87,67,84,26,0,0,8.62,Placed
74,81,51,30,59,1,0,6.62,Placed
100,28,52,49,75,3,3,5.85,Placed
46,21,82,90,29,4,3,5.49,Placed
79,71,100,87,60,3,2,5.64,Placed
88,78,26,72,90,5,0,5.71,Placed
67,94,45,51,29,2,2,5.9,Placed
87,45,21,71,24,0,1,5.98,Placed
51,84,75,62,62,5,0,8.38,Placed
98,37,41,56,32,0,2,8.94,Placed
41,71,72,81,24,0,2,5.38,Placed
60,95,92,38,22,0,3,7.12,Placed
55,46,86,38,36,1,1,6.39,Placed
42,60,49,95,36,1,1,5.24,Placed
64,37,23,32,98,0,0,5.57,Placed
53,52,88,59,46,1,0,5.96,Placed
81,42,66,43,86,3,0,8.98,Placed
50,51,96,52,62,3,2,6.67,Placed
53,58,43,84,71,2,2,8.05,Placed
67,20,42,53,94,4,3,7.15,Placed
57,42,26,94,65,1,3,8.75,Placed
80,80,100,51,55,5,2,5.89,Placed
70,49,65,71,31,2,1,9.99,Placed
65,67,62,92,28,2,3,8.82,Placed
64,40,67,51,85,0,3,7.08,Placed
46,54,80,67,48,1,3,9.24,Placed
84,67,40,56,76,2,3,7.17,Placed
60,49,63,46,91,4,3,5.64,Placed
80,93,90,63,51,1,2,6.01,Placed
98,69,83,95,39,2,0,6.69,Placed
45,40,78,73,45,5,1,6.62,Placed
53,56,72,90,62,4,3,6.23,Placed
76,23,72,32,70,5,1,6.48,Placed
70,95,50,98,97,4,0,7.08,Placed
62,48,84,30,32,3,1,8.47,Placed
45,23,51,22,83,1,3,5.65,Placed
43,80,41,20,32,2,3,9.07,Placed
75,22,91,37,69,5,2,7.87,Placed
47,36,35,56,70,1,2,8.91,Placed
68,70,43,61,55,1,1,6.94,Placed
84,57,64,71,46,1,0,7.3,Placed
87,94,95,100,58,0,1,6.98,Placed
76,53,84,30,34,1,3,8.51,Placed
64,57,92,78,31,4,3,7.26,Placed
83,23,72,90,48,1,2,6.1,Placed
47,24,33,69,33,1,2,8.93,Placed
76,23,34,71,51,4,2,8.66,Placed
42,30,44,48,49,2,2,6.08,Placed
98,73,81,46,55,4,0,6.41,Placed
92,92,89,53,31,5,0,9.78,Placed
95,75,83,96,47,0,0,9.97,Placed
98,89,31,33,71,0,2,7.89,Placed
85,95,30,23,26,2,1,9.47,Placed
42,39,87,91,73,3,0,7.02,Placed
74,24,29,99,97,0,1,6.46,Placed
47,45,53,84,62,2,2,9.44,Placed
43,46,60,45,29,3,0,8.48,Placed
76,32,82,95,32,1,3,5.29,Placed
60,81,32,31,83,0,1,9.38,Placed
90,32,94,59,22,1,2,9.53,Placed
82,20,40,86,91,5,0,6.45,Placed
47,36,88,78,100,2,2,5.68,Placed
71,29,97,47,75,3,2,7.45,Placed
58,74,44,97,29,1,0,5.19,Placed
80,83,58,98,34,5,3,5.61,Placed
76,56,41,51,39,0,2,6.42,Placed
43,29,50,30,62,1,2,5.26,Placed
78,75,43,69,28,3,2,9.07,Placed
61,41,61,42,83,5,2,9.47,Placed
40,37,66,56,82,5,0,9.67,Placed
69,94,89,96,98,2,2,7.13,Placed
78,56,84,92,96,1,0,5.15,Placed
46,95,100,63,75,3,2,9.7,Placed
98,71,46,66,66,4,2,9.43,Placed
94,43,77,31,78,1,3,7.02,Placed
88,66,71,66,23,2,3,9.37,Placed
70,22,25,30,57,5,2,5.56,Placed
54,20,68,85,73,1,2,5.2,Placed
84,85,76,33,20,0,3,7.05,Placed
78,27,54,32,82,1,1,5.04,Placed
66,41,44,84,34,0,2,9.35,Placed
82,40,37,49,38,4,1,5.9,Placed
75,39,56,21,88,2,3,6.63,Placed
49,87,44,65,97,4,2,5.16,Placed
57,31,24,90,54,3,0,6.14,Placed
96,33,34,51,64,5,0,9.13,Placed
100,60,44,60,76,1,1,8.83,Placed
73,95,36,20,75,2,0,8.2,Placed
99,66,82,91,25,4,3,7.62,Placed
41,36,89,22,29,0,2,5.51,Placed
58,62,51,58,29,4,2,9.36,Placed
48,85,32,53,56,3,3,9.0,Placed
58,100,36,90,24,1,0,8.21,Placed
83,91,98,48,22,3,1,8.78,Placed
71,91,23,49,79,4,0,8.34,Placed
46,48,99,76,52,1,3,7.98,Placed
40,60,62,90,61,2,3,8.92,Placed
77,93,59,22,89,2,1,7.88,Placed
87,20,73,97,75,4,0,8.45,Placed
62,39,86,97,89,3,0,6.89,Placed
86,26,69,62,73,3,1,6.17,Placed
88,54,67,76,25,0,3,6.59,Placed
68,73,31,48,73,5,0,6.49,Placed
97,90,27,37,65,1,0,7.56,Placed
52,81,71,98,98,1,3,6.48,Placed
59,78,83,43,61,0,2,8.38,Placed
55,38,52,42,47,2,0,8.83,Placed
57,30,78,36,59,0,2,6.71,Placed
100,70,96,33,61,4,2,6.58,Placed
58,94,23,69,42,3,3,5.07,Placed
57,41,67,77,27,1,1,6.11,Placed
49,99,63,96,57,2,1,9.65,Placed
94,30,61,88,37,4,3,6.13,Placed
57,22,37,97,75,3,1,9.52,Placed
84,99,96,31,76,1,0,7.43,Placed
100,40,96,37,36,0,2,5.44,Placed
69,89,42,35,65,5,1,7.95,Placed
97,71,68,97,46,3,0,6.98,Placed
48,65,24,47,35,1,1,7.5,Placed
59,88,65,20,43,1,0,7.09,Placed
82,94,26,33,93,1,1,6.06,Placed
79,48,82,97,82,0,0,5.01,Placed
81,22,43,94,63,3,0,6.88,Placed
51,63,68,55,83,0,2,6.77,Placed
78,59,20,77,94,4,1,6.13,Placed
58,64,47,37,49,0,3,8.25,Placed
69,79,88,29,56,2,3,6.45,Placed
86,56,51,76,21,5,0,8.07,Placed
100,65,45,98,33,0,3,9.87,Placed
67,73,74,63,27,2,1,8.29,Placed
81,73,28,36,23,4,1,7.77,Placed
92,61,81,90,27,3,0,8.99,Placed
79,27,39,36,51,0,0,6.95,Placed
80,90,76,23,69,5,3,8.16,Placed
53,62,51,37,39,1,3,5.62,Placed
62,94,39,29,37,3,2,8.24,Placed
63,73,48,83,30,0,2,9.23,Placed
78,59,44,22,25,0,1,7.27,Placed
61,51,92,88,92,5,1,9.37,Placed
84,29,46,38,53,3,2,8.0,Placed
80,84,68,68,98,1,1,9.85,Placed
88,88,53,33,82,5,1,9.01,Placed
71,72,63,92,29,2,1,9.6,Placed
48,25,32,32,55,5,0,9.07,Placed
91,65,40,74,70,2,1,7.16,Placed
95,48,67,28,38,3,1,9.97,Placed
60,64,48,51,82,2,3,6.57,Placed
88,69,98,80,72,2,3,7.56,Placed
77,74,40,41,55,4,2,8.54,Placed
93,35,22,59,72,5,1,6.57,Placed
66,94,36,92,73,2,3,7.67,Placed
61,34,38,26,73,1,3,9.38,Placed
85,83,42,96,49,5,2,8.51,Placed
79,76,94,47,52,5,2,9.33,Placed
44,36,93,34,58,3,2,9.51,Placed
51,38,45,57,83,3,0,6.43,Placed
62,83,92,79,37,2,0,9.32,Placed
58,26,78,23,46,1,1,5.47,Placed
68,91,38,51,44,3,1,8.47,Placed
99,92,54,60,28,5,3,7.44,Placed
89,76,21,70,45,3,1,8.35,Placed
94,86,74,45,20,0,0,9.94,Placed
96,39,23,26,86,2,2,5.63,Placed
92,52,89,46,46,1,3,9.25,Placed
83,93,68,22,85,1,3,7.49,Placed
87,30,46,68,21,2,2,8.03,Placed
58,75,96,37,23,4,2,9.59,Placed
57,92,26,34,44,1,2,8.11,Placed
88,31,92,47,67,0,0,5.39,Placed
97,62,57,70,34,3,2,8.94,Placed
73,27,89,26,47,4,0,6.43,Placed
80,28,27,56,27,2,1,5.32,Placed
65,69,85,63,29,5,1,9.17,Placed
52,86,33,55,85,5,1,7.39,Placed
69,60,65,84,26,1,0,8.12,Placed
40,33,71,86,60,3,2,7.24,Placed
71,77,90,53,24,0,0,5.77,Placed
69,33,71,97,87,5,1,7.42,Placed
46,75,31,33,66,4,3,7.12,Placed
91,86,74,34,30,4,3,9.13,Placed
64,76,65,94,86,1,1,5.8,Placed
44,80,25,61,23,2,1,6.87,Placed
56,65,89,28,95,2,3,6.64,Placed
85,39,89,67,51,2,1,9.94,Placed
77,95,85,40,56,1,3,7.0,Placed
49,32,79,81,62,4,0,5.33,Placed
61,89,54,74,74,4,3,8.02,Placed
53,20,45,20,39,4,2,6.02,Placed
97,79,42,81,69,3,1,6.28,Placed
44,67,27,41,60,1,2,9.72,Placed
67,33,50,20,89,3,1,9.71,Placed
40,88,92,80,36,5,0,8.19,Placed
88,48,91,41,81,3,3,7.28,Placed
87,34,35,84,57,1,2,5.64,Placed
86,81,84,69,45,0,0,5.04,Placed
98,30,38,29,26,1,2,5.7,Placed
58,57,82,47,26,2,3,9.24,Placed
84,77,80,32,99,5,3,9.67,Placed
83,94,94,100,80,0,3,6.82,Placed
79,75,64,71,71,3,3,6.48,Placed
78,98,68,87,50,1,2,8.89,Placed
41,22,98,66,39,1,2,9.72,Placed
83,68,66,45,78,4,1,9.79,Placed
51,36,31,94,29,2,1,9.92,Placed
85,21,78,22,66,5,2,7.39,Placed
55,73,26,34,62,3,0,5.41,Placed
100,62,24,32,25,0,3,8.54,Placed
98,39,73,21,23,4,0,5.67,Placed
62,91,93,46,53,3,2,7.99,Placed
95,91,46,48,60,2,1,6.79,Placed
97,31,96,43,33,2,3,7.36,Placed
45,52,69,51,84,3,3,9.27,Placed
83,50,39,22,46,0,3,8.46,Placed
92,72,74,66,38,4,1,6.55,Placed
74,62,53,95,41,5,3,8.35,Placed
58,20,25,24,38,0,3,8.32,Placed
45,58,68,22,60,0,0,7.8,Placed
61,55,46,38,83,0,3,9.77,Placed
52,27,45,50,60,3,1,6.91,Placed
85,45,21,31,27,0,0,7.95,Placed
73,96,95,50,28,4,3,7.61,Placed
86,20,59,88,25,1,1,6.68,Placed
100,55,28,62,89,4,1,8.12,Placed
43,99,49,26,53,5,1,8.17,Placed
66,74,31,51,73,3,1,7.67,Placed
81,23,85,30,37,1,3,7.6,Placed
62,93,58,78,52,3,0,9.36,Placed
98,48,29,31,24,2,1,8.37,Placed
87,51,21,98,75,3,1,8.02,Placed
79,84,57,37,32,4,0,8.73,Placed
48,74,97,49,80,3,2,8.24,Placed
88,33,71,82,74,3,0,7.55,Placed
70,70,36,87,89,1,3,9.63,Placed
67,89,87,65,23,0,3,9.4,Placed
90,40,78,71,42,4,1,5.92,Placed
67,75,76,85,85,0,1,7.24,Placed
65,30,70,61,41,1,0,7.32,Placed
77,94,50,60,92,4,0,5.68,Placed
61,99,81,81,79,1,3,6.61,Placed
78,83,68,57,23,4,1,9.56,Placed
63,88,23,60,23,0,2,5.62,Placed
68,33,69,62,81,4,1,7.86,Placed
92,37,95,65,70,2,0,7.67,Placed
68,30,34,59,87,3,0,5.28,Placed
81,66,25,20,97,1,2,6.35,Placed
85,43,86,77,91,3,2,8.2,Placed
43,100,49,22,38,4,1,5.09,Placed
46,39,63,21,28,5,3,9.18,Placed
42,83,55,41,93,0,3,8.31,Placed
78,64,39,43,40,1,1,7.04,Placed
53,35,91,22,69,1,0,5.07,Placed
100,83,45,22,37,2,1,9.52,Placed
81,74,37,53,93,3,2,6.2,Placed
100,56,23,61,83,5,0,9.03,Placed
88,55,59,70,96,2,3,8.39,Placed
98,83,52,26,68,4,3,8.94,Placed
63,58,52,67,48,2,2,8.62,Placed
57,68,74,90,88,5,3,6.77,Placed
95,85,45,54,84,1,2,7.81,Placed
94,49,65,90,74,5,1,9.27,Placed
93,83,47,75,70,2,2,6.2,Placed
41,78,80,66,87,3,0,9.62,Placed
97,97,57,51,40,5,3,8.86,Placed
79,91,47,52,58,1,3,9.98,Placed
84,63,88,24,65,0,2,6.6,Placed
43,66,24,96,42,4,2,7.0,Placed
50,21,26,78,45,2,1,9.59,Placed
88,97,45,92,25,5,3,7.23,Placed
98,82,38,95,60,2,2,8.33,Placed
83,20,50,91,23,0,3,5.69,Placed
75,64,34,65,24,5,1,8.45,Placed
80,20,58,63,22,5,1,9.8,Placed
46,59,46,63,49,0,1,9.54,Placed
78,53,49,48,82,4,2,5.94,Placed
91,32,34,38,50,5,2,7.88,Placed
57,41,71,65,43,3,2,5.74,Placed
67,68,43,64,34,5,0,7.62,Placed
71,48,87,44,90,5,2,6.74,Placed
61,30,53,100,75,0,0,7.92,Placed
60,32,30,81,58,2,2,6.56,Placed
83,48,78,24,73,1,3,5.93,Placed
94,33,73,78,45,1,3,6.25,Placed
46,37,31,60,80,2,3,8.6,Placed
88,41,74,52,32,1,3,5.14,Placed
56,87,35,85,76,3,1,5.07,Placed
79,27,74,93,49,0,3,6.2,Placed
90,50,99,96,63,0,3,8.72,Placed
100,27,59,62,24,5,2,8.61,Placed
92,95,89,38,36,5,3,7.2,Placed
83,32,42,47,55,1,0,6.54,Placed
62,31,57,39,27,1,2,8.04,Placed
55,71,58,66,25,5,1,7.76,Placed
90,50,33,51,52,1,3,6.81,Placed
63,76,68,79,43,4,0,5.55,Placed
61,57,95,23,56,5,2,5.97,Placed
45,86,45,58,51,3,2,6.13,Placed
